ID,Stakeholder_Role,Question,source_systems,n_systems,Complexity_L,Readiness_R
IR-005,Insurers and risk assessors,"Which recurring events or operating peaks temporarily increase occupancy, electrical demand, combustibles, deliveries or access pressure beyond the normal profile?",booking|contract_warranty|fire_life_safety|permit_control|project_handover|sensor_telemetry|timetable,7,,
IR-006,Insurers and risk assessors,"Which declared hazardous, temperature-sensitive, irreplaceable or theft-attractive materials are present, where are they stored, and is their required storage envelope evidenced?",sensor_telemetry,1,,
IR-007,Insurers and risk assessors,"What temporary exposure is created by active construction, refurbishment, commissioning, relocation or intrusive maintenance, and during which zones and time windows?",asset_register|contract_warranty|fire_life_safety|hr_identity|permit_control|sensor_telemetry,6,,
IR-008,Insurers and risk assessors,"Which neighbouring premises, campus services or external activities could materially increase exposure, and which controls sit outside the building owner's authority?",contract_warranty|it_network|survey_condition|weather_external,4,,
IR-009,Insurers and risk assessors,"Which rarely visited roofs, basements, risers, stores and plant areas have the longest blind intervals for developing loss conditions?",fire_life_safety|sensor_telemetry|statutory_compliance,3,,
IR-010,Insurers and risk assessors,"Where do declared assets or activities accumulate behind a common fire, water, power, cooling, security, network or access dependency?",access_control|asset_register|finance_cost|fire_life_safety|it_network|meter_energy|sensor_telemetry,7,,
IR-011,Insurers and risk assessors,"For each material zone, which hazards and residual vulnerabilities are current, and who owns acceptance, treatment, evidence and escalation?",asset_register|fire_life_safety|risk_insurance|sensor_telemetry,4,,
IR-012,Insurers and risk assessors,"For each material hazard, is the prevention-detection-containment-response chain complete, and which link is missing, impaired or unverified?",asset_register|fire_life_safety|it_network|project_handover|sensor_telemetry,5,,
IR-013,Insurers and risk assessors,"Which control, utility or service component is a credible single point of failure across multiple hazards, zones or high-consequence assets?",access_control|asset_register|fire_life_safety|it_network|sensor_telemetry,5,,
IR-014,Insurers and risk assessors,"What has changed since the latest competent assessment, and which findings, drawings or assumptions now require revalidation?",bms_plant|fire_life_safety|permit_control|sensor_telemetry,4,,
IR-015,Insurers and risk assessors,"Where do control responsibilities transfer among the building owner, occupiers, university teams, contractors and service providers, and are those hand-offs explicit?",asset_register|contract_warranty|finance_cost|fire_life_safety|permit_control|sensor_telemetry,6,,
IR-016,Insurers and risk assessors,"Which open defects or risk treatments have the strongest credible bearing on material loss exposure, and how long have they remained unresolved?",contract_warranty|finance_cost|fire_life_safety|permit_control|sensor_telemetry,5,,
IR-017,Insurers and risk assessors,"Which permanent controls are impaired or unavailable now, what temporary measures are formally active, and when must those measures be checked or withdrawn?",contract_warranty|fire_life_safety|permit_control|project_handover|security_incident|sensor_telemetry,6,,
IR-018,Insurers and risk assessors,"Are verified precursor conditions - such as minor leaks, overheating, forced doors, abnormal cycling or unexplained shutdowns - increasing in rate, duration or severity?",asset_register|cmms_work|fire_life_safety|sensor_telemetry,4,,
IR-019,Insurers and risk assessors,"Which hazards are introduced by contractors, deliveries, shared occupiers, common services or neighbouring works, and who can require and verify the controls?",asset_register|contract_warranty|finance_cost|hr_identity|permit_control|sensor_telemetry,6,,
IR-020,Insurers and risk assessors,"Which missing, stale, conflicting, restricted or inaccessible evidence could materially alter the risk picture, and who owns each resolution?",policy_governance|risk_insurance|sensor_telemetry,3,,
IR-021,Insurers and risk assessors,"Which fire-detection, alarm, suppression and life-safety interfaces are available as declared now, and which exact zones are affected by any impairment?",fire_life_safety|project_handover|sensor_telemetry,3,,
IR-022,Insurers and risk assessors,"Which fire doors, protected routes or emergency-access points show repeated open, failed-to-close or unavailable states that require competent inspection?",fire_life_safety|sensor_telemetry,2,,
IR-023,Insurers and risk assessors,"Where and when do perimeter, door or access-control faults, forced-open events or outages create a material security-control exception?",access_control|cmms_work|it_network|meter_energy|sensor_telemetry,5,,
IR-024,Insurers and risk assessors,"Which water services, rooms and downstream assets have the greatest escape-of-water exposure, and is there qualified evidence of leakage or abnormal flow or pressure?",cmms_work|meter_energy|permit_control|sensor_telemetry,4,,
IR-025,Insurers and risk assessors,"Which roof drains, gullies, sumps and site low points show surcharge, blockage or water-level conditions that warrant drainage inspection?",project_handover|sensor_telemetry|survey_condition|weather_external,4,,
IR-026,Insurers and risk assessors,"Which critical plant shows a load-adjusted change in vibration, temperature, current, pressure or cycling that warrants competent condition assessment?",cmms_work|sensor_telemetry,2,,
IR-027,Insurers and risk assessors,"Which electrical distribution, UPS, battery or standby-power conditions show a qualified exception relevant to fire, equipment damage or interruption?",fire_life_safety|meter_energy|sensor_telemetry,3,,
IR-028,Insurers and risk assessors,"Where are temperature, humidity, particulates or surface-dew-point conditions outside the owner-specified envelope for declared property or critical equipment?",bms_plant|sensor_telemetry,2,,
IR-029,Insurers and risk assessors,"Which lifts, automatic doors or other moving building systems show abnormal faults, cycles or unavailability that may increase damage or interruption exposure?",access_control|accessibility|contract_warranty|sensor_telemetry,4,,
IR-030,Insurers and risk assessors,"Which physically credible combinations of fire, water, power, security, machinery or environmental events could propagate beyond one zone or service?",asset_register|fire_life_safety|sensor_telemetry,3,,
